product_id,product_category
0670824399,Books
0892563508,Books
0394818237,Books
0515123447,Books
0307155102,Books
B000002VMH,Music
0312958455,Books
B000002LCB,Music
B000002NHN,Music
B000005IRG,Music
0786209631,Books
B000002OFG,Music
B000000I0I,Music
B000005JA8,Music
0060235152,Books
0027164403,Books
B000002L68,Music
0395754100,Books
B000002MIB,Music
B000000WCV,Music
B000002ADT,Music
0694518018,Books
0606030573,Books
B000002GBK,Music
B000005KQT,Music
0679434194,Books
B000002546,Music
B000001FI7,Music
B000005ITX,Music
B000002KBU,Music
B000001F59,Music
0679882820,Books
B000005JHQ,Music
B000001FAK,Music
B000002WYT,Music
B000005AYM,Music
067144901X,Books
B000000WFF,Music
6303148352,Video
0198534477,Books
B000002IRL,Music
B000002GY9,Music
B000002MY3,Music
0394492196,Books
B000000WF0,Music
B000002MFQ,Music
0898159156,Books
B000002518,Music
B000002UD7,Music
0553378384,Books
B000001FS6,Music
B000003N7G,Music
B000002JEV,Music
B0000062S0,Music
B000002NHR,Music
B0000033TE,Music
B000005J56,Music
B000003TAW,Music
B000005HF9,Music
B000001GBJ,Music
B000001EXB,Music
B000001ES4,Music
B0000062GK,Music
1853260002,Books
B000001DWG,Music
B000001E7L,Music
B0000025ZF,Music
B000002NJS,Music
B000002MI4,Music
B000005RRF,Music
6300214710,Video
B000003JBM,Music
1565111702,Books
B000001EHS,Music
B000002NFM,Music
B000002O7C,Music
B000002BFZ,Music
B000000OXH,Music
B000003S16,Music
B000000OPU,Music
B000000WFU,Music
B000005RFJ,Music
B000003NA4,Music
B000000QFY,Music
B000001Y16,Music
B000003S0K,Music
B000003S0Z,Music
B000000W5L,Music
B000003S0R,Music
B000002GYI,Music
B000001E7V,Music
B000002UAU,Music
B000002UAX,Music
0312937385,Books
B000002C1Z,Music
B000002NAK,Music
B000002E5J,Music
B000002HH2,Music
B0000000LI,Music
B000002UEB,Music
B000002HPT,Music
0553347845,Books
B000002HRE,Music
1573221023,Books
B000002HMH,Music
B000002UV9,Music
B000000WFZ,Music
0679721037,Books
B000001FY9,Music
B000002KHY,Music
B000002H6C,Music
B000002GMT,Music
B000002NE4,Music
B000002NC4,Music
B000002KIE,Music
0782008372,Video DVD
B000002HAF,Music
B000003TAR,Music
B0000029DD,Music
B0000024SI,Music
B000000993,Music
B000003TA4,Music
B000002KHF,Music
B000002MFE,Music
B0000027RL,Music
B000002MP2,Music
0784010188,Video DVD
B000002ULO,Music
B0000009SI,Music
B000002JS8,Music
B000002GYG,Music
0790734850,Video DVD
B000002GXS,Music
0790729989,Video DVD
B000002GWJ,Music
6304082428,Video
B0000019PA,Music
B000002U82,Music
B000002G89,Music
B000002KIC,Music
B000003Z6I,Music
0875428940,Books
B000002U84,Music
B000002MJC,Music
B000002LK1,Music
B000002BSV,Music
B000001ED1,Music
B000002LCI,Music
B000000OSW,Music
B000002UA7,Music
B0000026DJ,Music
B000002MQ9,Music
B000002JS6,Music
B000002G60,Music
B000002KGT,Music
B000000WCA,Music
B0000060NF,Music
B000001FKY,Music
B000000WZ4,Music
B000003Z4C,Music
B000000ORE,Music
0930289528,Books
B000002A3T,Music
B000005ILF,Music
B000002MM8,Music
B000002AGN,Music
B000003TSP,Music
B000000OU4,Music
0671001256,Books
B000001IQH,Music
B000000OQF,Music
B0000025T6,Music
0790731185,Video
B000001ZS3,Music
B000002BPS,Music
B000001EUP,Music
B000001DQI,Music
B000001F8L,Music
B000002BYD,Music
B000002LCK,Music
B0000032LS,Music
B000000XB9,Music
B000002UKS,Music
B000002LFZ,Music
B0000028M7,Music
B0000028UK,Music
B000000OSO,Music
B0000039QP,Music
B000002LJA,Music
B000002K9N,Music
B0000039PW,Music
B000001FDK,Music
B000005JH5,Music
B000002UWF,Music
0060977493,Books
B00000272N,Music
B000003TBP,Music
B000001FY5,Music
B00000263T,Music
B0000025YL,Music
B0000027FQ,Music
B000000OUE,Music
B000001ZS4,Music
B000002JOH,Music
B000001FN3,Music
B000002B9I,Music
B000001AJG,Music
B000002KNI,Music
B000001ESF,Music
B000003S5H,Music
B000003CKH,Music
B0000029LG,Music
B000002N2Z,Music
B000002AZ8,Music
B000002JOF,Music
B000002GJH,Music
1572522232,Video
B000001Y5J,Music
B000002LKF,Music
B0000027F8,Music
B0000035E7,Music
B000002H72,Music
B0000009UX,Music
B000002L5P,Music
B000005ALN,Music
B000002UV1,Music
B0000009OU,Music
0571179924,Books
B000002KH3,Music
B000002ULS,Music
0812034430,Books
B000003N89,Music
B0000026WD,Music
B000000W6R,Music
B000002549,Music
060612439X,Books
B000003TAB,Music
B00000253N,Music
B000002U8G,Music
B0000025ZK,Music
1568495110,Books
B000000WGL,Music
0812035062,Books
0152163220,Books
0385255853,Books
B000006OAM,Music
0786860707,Books
0606017526,Books
B00000634L,Music
B000002L99,Music
B0000025ED,Music
B000002VSN,Music
068480025X,Books
B000002UA5,Music
0694515159,Books
B000005RMY,Music
B000002L7G,Music
B000002MNR,Music
B000002U9E,Music
0790729644,Video DVD
B000003489,Music
B000002BSG,Music
B00000295A,Music
B000000W6F,Music
B000002KC5,Music
B000002LEE,Music
B000002KB8,Music
B000002J1S,Music
B000002H8F,Music
B000001FT2,Music
B000002IM7,Music
B000002568,Music
0684830485,Books
0783880812,Books
B000002JSN,Music
B000000W9Z,Music
B000002J6H,Music
0891903313,Books
0553296981,Books
B000002VDW,Music
B000002LIX,Music
0684830515,Books
B000004727,Music
B00000612G,Music
B000006045,Music
0679777547,Books
B000001EAQ,Music
1881273563,Books
B000002TQB,Music
B000002J0N,Music
B000000W6X,Music
B000002HEM,Music
0767803434,Video DVD
B000006NPY,Music
0140430350,Books
B000002UCQ,Music
B000001EGA,Music
B000003S0P,Music
0380973839,Books
B000002NJM,Music
0140861823,Books
B000001Y42,Music
B000002J20,Music
B000001E29,Music
B000002J1B,Music
0563214546,Books
B00004THO3,Books
B000002USN,Music
B000002IWQ,Music
0679433740,Books
B0000047CX,Music
B000001IPL,Music
B000001E8P,Music
B000002VQQ,Music
B000002VCE,Music
B000002LGA,Music
B00000251N,Music
6303011012,Video
B000002IOW,Music
B000001F5F,Music
B000002LGW,Music
0553212737,Books
B000001OAA,Music
B000000JO3,Music
0893759953,Books
B000000WA2,Music
0606001948,Books
B0000024ZT,Music
B000000OEI,Music
B00000295Y,Music
B000007ODM,Music
B000002OMN,Music
B000002BHE,Music
0425129608,Books
0800177177,Video DVD
B000005HFH,Music
B00000721B,Music
B000001FS3,Music
B000002MIF,Music
B000003TA2,Music
B000002GGO,Music
B000003TAL,Music
B000001FCB,Music
B000002B38,Music
B000002V07,Music
B000002UZ1,Music
B000002UR7,Music
B0000024T3,Music
B000002JB8,Music
B000006O7C,Music
B000002IZ4,Music
0425098478,Books
B000001BX0,Music
B00000373U,Music
B0000047EC,Music
B000002HAJ,Music
B000006Y12,Music
B00000896M,Music
B0000057C5,Music
B000002UDV,Music
B000002G8H,Music
B000001FTN,Music
B000002J09,Music
B000002OX7,Music
067101756X,Books
B0000025HU,Music
B0000042MY,Music
B0000035GN,Music
B000002H70,Music
B000002C1X,Music
0553275976,Books
B000002572,Music
B000000OTY,Music
B0000062IR,Music
B000002L75,Music
B00000273P,Music
B000002AT6,Music
B000001EIA,Music
B000000W3G,Music
B000000OTU,Music
B0000026NC,Music
B000002KE2,Music
B000002GFT,Music
B000002HJA,Music
B000001Y5X,Music
B000001ESP,Music
B000002C1W,Music
B000002W9P,Music
B000002JKA,Music
B000002UTK,Music
0783223161,Video
0783216084,Video
B000001FAU,Music
0780018664,Video
B000001DTM,Music
1561001791,Books
B000005DQR,Music
B000002JPA,Music
B000001DVD,Music
0786209801,Books
B000005B0U,Music
B000002GI0,Music
B000002G23,Music
B000002MZ6,Music
B000001ESJ,Music
B000000I0G,Music
6302914191,Video
B000003S09,Music
B000002I8D,Music
B000002IQ9,Music
B0000069NM,Music
B000002KAT,Music
B000002AV5,Music
B000002JBG,Music
B0000025NU,Music
0823016285,Books
B000002L9M,Music
B000000OMB,Music
0790729636,Video DVD
B000000W5N,Music
B000005S5N,Music
B000002KYK,Music
B000005RS9,Music
B000000QG8,Music
B000002AH7,Music
B000002I2M,Music
0790729628,Video DVD
1556706480,Books
B00000899U,Music
B000002UTY,Music
B0000024TQ,Music
B0000060NA,Music
B000001EMW,Music
B000002LMM,Music
B0000025IE,Music
B0000025RQ,Music
B000000OE7,Music
B000002B7O,Music
B0000025H4,Music
B000001FZK,Music
B0000025YM,Music
B000002LFL,Music
B000000H42,Music
B000002KNU,Music
B0000029AP,Music
B000001FDQ,Music
0375404783,Books
B000002L61,Music
B000000OF6,Music
B000002LND,Music
B0000025L8,Music
B000000132,Music
B000002J1F,Music
B000001F2H,Music
B000003S2K,Music
B000000OUJ,Music
B000002X0Z,Music
B000002H1T,Music
B000002UVZ,Music
B000002MU3,Music
B000005RU0,Music
B000002B7U,Music
B00000255F,Music
B000002UA2,Music
B000000YG5,Music
B0000062GE,Music
B000003BF1,Music
B000002AHC,Music
B000002I6T,Music
B0000024JN,Music
6303347657,Video
0767802659,Video DVD
6302973724,Video
630460288X,Video DVD
B000001EJ8,Music
B000002WE9,Music
B000000H40,Music
B000002TYK,Music
B000002J7U,Music
B000002OZY,Music
B000000H64,Music
B000002VCU,Music
B000000OMJ,Music
B000002G1Y,Music
B000002UVX,Music
0790729342,Video DVD
B000003S1A,Music
B000001F9N,Music
B0000025GW,Music
B000001EG6,Music
B000001DYY,Music
B000005JEV,Music
B0000025BA,Music
B000002KDM,Music
B000002KDX,Music
B000002GQK,Music
B000005C1B,Music
B000001I0Q,Music
B000002UZ4,Music
B0000028W9,Music
B000001U3K,Music
B000006OBQ,Music
B0000009S3,Music
B000000WJZ,Music
0790731479,Video DVD
B000001DZM,Music
B000002GFU,Music
6304508611,Video
B000000H48,Music
B0000029GA,Music
0425105709,Books
B000005IU2,Music
0425163407,Books
B000002OG8,Music
B000000HSU,Music
B000001A3H,Music
B000000I0Q,Music
B000002NCW,Music
B000001E7T,Music
0061003646,Books
B000002UDB,Music
B000005JEK,Music
B000000643,Music
B000002KCF,Music
B000002LR3,Music
B000002952,Music
B000002AOD,Music
6304490119,Video DVD
0306801515,Books
B000003BDJ,Music
B000003N7K,Music
B000005ALP,Music
B000002AP1,Music
B000002N25,Music
B000000645,Music
389508459X,Books
B00000064G,Music
B000002LRX,Music
B000002513,Music
B000002IAZ,Music
B000002LQR,Music
0780620828,Video
B000002GKT,Music
B000000H6Y,Music
6304819935,Video
B000000OAL,Music
B000002JA8,Music
B000002H5I,Music
B000002VTE,Music
B000002IWH,Music
0393317552,Books
B000002I7H,Music
B000002P74,Music
B00000064F,Music
B000002MG1,Music
6304913176,Video
B000003RCY,Music
B0000025DD,Music
B000002MH5,Music
B000001ESN,Music
B000002C2E,Music
B000001F3C,Music
B000001E18,Music
B000002IZM,Music
B0000027F3,Music
B000002J1U,Music
6302906636,Video
6304938276,Video DVD
B0000024U8,Music
B000002J6F,Music
0440203856,Books
B000005ZFN,Music
B000001F2J,Music
B000003BEM,Music
B000001TVD,Music
B000002ILG,Music
B0000025F7,Music
B000006JPJ,Music
B000002KMY,Music
B000002B7M,Music
B000002KK8,Music
B000002JSZ,Music
B000002KNY,Music
6303686745,Video
6302799066,Video DVD
B000005JLX,Music
0800141709,Video DVD
B000000HZZ,Music
B000001EPB,Music
B000002NIW,Music
B0000024VP,Music
B000002P5R,Music
B000001ES9,Music
B000002BVN,Music
B000002UA0,Music
B000002GYR,Music
0385006896,Books
B000002MZ9,Music
B0000028VT,Music
B000002UDG,Music
B000001G1E,Music
B000002J03,Music
B0000025WQ,Music
B000002BUY,Music
B000002HD5,Music
B000000FG8,Music
B000002BMD,Music
B0000025D0,Music
B000002GBD,Music
B000005RQT,Music
B000001ZSF,Music
B000002URV,Music
0553455311,Books
B000000WA4,Music
B000002UY5,Music
0345418336,Books
B000002BYA,Music
B000000WCX,Music
B000000OAH,Music
B000000HRP,Music
0062515608,Books
B000001EYO,Music
B000002J1O,Music
B000002J27,Music
B000002JR8,Music
B000002J2D,Music
B000005K48,Music
B000002U3P,Music
B0000026UL,Music
B0000009OP,Music
B0000046X0,Music
0374525153,Books
B000000IUK,Music
6304618344,Video
B000000W8C,Music
B0000004V2,Music
6304493681,Video DVD
0061007137,Books
B000003PB8,Music
B000002OX5,Music
B000002N2P,Music
0783880871,Books
B000002LIM,Music
B000007T1M,Music
B000002H38,Music
6302130379,Video
B000002VEP,Music
B000002VCB,Music
B000000I0K,Music
B0000062FL,Music
B000005JAX,Music
0060974176,Books
0800103661,Video
B000002L9B,Music
B000002UWL,Music
B000002B82,Music
B000001FRY,Music
B000000QG9,Music
B000001FMX,Music
B000002HEP,Music
B0000009TT,Music
0345360338,Books
B0000084J7,Music
0790736233,Video
B000000WHH,Music
0679460055,Books
B000002L9Y,Music
155927378X,Books
B000002L5I,Music
0790729385,Video DVD
B000002J29,Music
B000002J2B,Music
B000002ITG,Music
0201634988,Books
B000002KCV,Music
B000002GAF,Music
B000002699,Music
B00000292K,Music
B000002GQG,Music
0783226063,Video DVD
0790731452,Video DVD
0898705525,Books
B000005EJL,Music
0394533992,Books
B0000021RB,Music
B000001FXT,Music
B000002UTO,Music
0767807561,Video DVD
B000002JNJ,Music
6304916558,Video DVD
B000002AZZ,Music
B000002U9L,Music
6303461484,Video
6304539495,Video
B000002VCT,Music
B000002J5K,Music
B000002X1O,Music
B000002540,Music
B000002LR6,Music
B0000024SD,Music
B000002AHM,Music
B000002GD9,Music
B000001ELP,Music
1878424165,Books
B000001FMQ,Music
B000001ELF,Music
B000001ELR,Music
B000001EXR,Music
B000026156,Music
B000000OUW,Music
B000000WG4,Music
B000002U9W,Music
B000002B7Y,Music
B00000705Z,Music
B000002H2Z,Music
B000002USP,Music
B00000633N,Music
B0000033OT,Music
B000002VBY,Music
B000003JAB,Music
B000002J1C,Music
B000005RS7,Music
6303637493,Video
B000005JXG,Music
0451163540,Books
B00000269M,Music
B000005YZM,Music
B000001FY7,Music
B0000047CW,Music
B000002BFL,Music
B0000024RQ,Music
B00000258J,Music
0844230006,Books
B000002L3P,Music
B0000024V2,Music
B000000OSE,Music
B000001ZS5,Music
0786889284,Books
1569564426,Books
0671015206,Books
B000002HH9,Music
0453007902,Books
0684847248,Books
B000002KY8,Music
B000007NYS,Music
630026999X,Video
B000005HNQ,Music
B000000P17,Music
B000003TB6,Music
B000002U8I,Music
0792836014,Video DVD
6303430570,Video
0312117337,Books
B000005S37,Music
B0000046NB,Music
B000002KHB,Music
B000004712,Music
B000002B2T,Music
B00000260F,Music
B0000026KQ,Music
B000002ARV,Music
B000002552,Music
B000007SIN,Music
0451451120,Books
B00000I01A,Music
B000002KDO,Music
0606040439,Books
B000000WJ4,Music
0385493622,Books
B0000021RD,Music
0062511408,Books
0783225903,Video DVD
B000003493,Music
B0000033OZ,Music
B0000028SU,Music
B0000026J6,Music
B000007ODL,Music
B000000OSG,Music
B000001E8S,Music
B000002U9Y,Music
B000000OU0,Music
B000001E21,Music
B000002U9K,Music
B000001ZCU,Music
B000002U6E,Music
B000000IWE,Music
B000002ACR,Music
B000005S0E,Music
B000005RFQ,Music
B000002G7G,Music
B000002MNL,Music
B000002GGU,Music
0451524373,Books
0399143904,Books
B00000583F,Music
B000002UW1,Music
B000002LOE,Music
B000002GA8,Music
630416923X,Video
B000005J08,Music
B000003PWZ,Music
B000002NBY,Music
B000005JHV,Music
B000008806,Music
B000002897,Music
0691023565,Books
B000002AE3,Music
B000001EKX,Music
B000002X2B,Music
B000002MUQ,Music
078322608X,Video DVD
B000000OQY,Music
B000002KFJ,Music
0375751513,Books
0899683452,Books
6304240562,Video
B000009DUY,Music
B000002KBA,Music
B0000009SG,Music
B0000009SM,Music
B000000WF9,Music
B0000062FN,Music
B000002KIK,Music
B000001FA4,Music
B000002KLZ,Music
B000002UWP,Music
B0000089N1,Music
B00000016N,Music
B000002AEN,Music
0679729895,Books
B000002MK8,Music
B000000IRM,Music
B0000025KI,Music
B000002UC5,Music
B000002B1M,Music
B000002N9L,Music
